iter	RMSE
555	0.03361674126
556	0.03359696358
557	0.03359206779
558	0.03354792351
559	0.03345323749
560	0.03343193486
561	0.0334168194
562	0.03338208521
563	0.03335252282
564	0.03333532941
565	0.03331892343
566	0.03329076138
567	0.03327389932
568	0.03327265518
569	0.03326431829
570	0.03324097106
571	0.03316893212
572	0.03316723853
573	0.03315028244
574	0.03312721036
575	0.03305323405
576	0.03303082575
577	0.0330173328
578	0.03297264829
579	0.0329387394
580	0.03288243786
581	0.0328818151
582	0.03284418161
583	0.03280150183
584	0.03278044416
585	0.03276444815
586	0.03274514947
587	0.0327066074
588	0.03268640832
589	0.03264381875
590	0.0325986396
591	0.03254921843
592	0.03254271653
593	0.03253331136
594	0.03247785376
595	0.03241942564
596	0.0323863838
597	0.03233170215
598	0.03226157154
599	0.03224251379
600	0.03221208635
601	0.03218564884
602	0.03214655718
603	0.03208879368
604	0.03205218017
605	0.03202254274
606	0.0320049135
607	0.03199195746
608	0.03196207874
609	0.03189864146
610	0.03180730613
611	0.03180625784
612	0.03179018019
613	0.03171512497
614	0.03170281673
615	0.03168170336
616	0.0316381359
617	0.03160452691
618	0.03152554271
619	0.03150930543
620	0.03145886997
621	0.03140656526
622	0.03139432955
623	0.03137908233
624	0.03134270306
625	0.03130330306
626	0.03127463804
627	0.03125770334
628	0.03117416472
629	0.03114963641
630	0.03111722009
631	0.03109464229
632	0.03105312897
633	0.03100744544
634	0.03099798657
635	0.03098513982
636	0.03097623735
637	0.03091792021
638	0.03089130793
639	0.03080940043
640	0.03079161089
641	0.03075812474
642	0.03074646624
643	0.030719163
644	0.03070338806
645	0.03065399231
646	0.03061605216
647	0.03059145425
648	0.03053969451
649	0.03052429697
650	0.03051861321
651	0.03049769826
652	0.0304960645
653	0.03047128496
654	0.0304612157
655	0.03041933502
656	0.03039938824
657	0.03039832005
658	0.03033787012
659	0.03031448591
660	0.0302855949
661	0.0302238692
662	0.0301707106
663	0.03010329541
664	0.03008015197
665	0.03004222379
666	0.02994733536
667	0.02992291511
668	0.02991519424
669	0.02989809599
670	0.02987725172
671	0.02985196165
672	0.02983613863
673	0.02981460359
674	0.02977599734
675	0.02977286103
676	0.02974302693
677	0.02969098848
678	0.02968956382
679	0.02967745471
680	0.02962707734
681	0.02960009786
682	0.02958527796
683	0.02957189794
684	0.02955174289
685	0.02953593268
686	0.02951142408
687	0.02950059694
688	0.02949138751
689	0.02945602583
690	0.02944689478
691	0.02939541984
692	0.02936325304
693	0.02934285971
694	0.02931612425
695	0.02927812518
696	0.02925180978
697	0.02923875512
698	0.02921318517
699	0.02915845125
700	0.02914399471
701	0.02909652853
702	0.0290367691
703	0.02899798798
704	0.02896362756
705	0.02895344907
706	0.02889720073
707	0.02888453408
708	0.02884500705
709	0.02882521952
710	0.02880100385
711	0.02878615151
712	0.02875695625
713	0.02871870644
714	0.02867932795
715	0.02863110331
716	0.02861769533
717	0.02861042325
718	0.02855159003
719	0.02849106268
720	0.02841671284
721	0.02836691776
722	0.02834284288
723	0.02830853907
724	0.02828588908
725	0.02825310242
726	0.02823474967
727	0.0282213027
728	0.0282143583
729	0.02819124813
730	0.02817691974
731	0.02813760203
732	0.02809645096
733	0.02808717297
734	0.02807252366
735	0.02806823622
736	0.02801788593
737	0.02798606929
738	0.02795794176
739	0.0279206339
740	0.02789696099
741	0.02785287246
742	0.02783922467
743	0.02781955902
744	0.02779682399
745	0.02778009942
746	0.02777774187
747	0.0277353085
748	0.02773025448
749	0.02770608855
750	0.02768383215
751	0.02761790023
752	0.02758060751
753	0.02750274953
754	0.02750000391
755	0.02746307913
756	0.02744582279
757	0.02742511915
758	0.02740033683
759	0.02739518123
760	0.02738636014
761	0.02737485267
762	0.02734401122
763	0.02733375172
764	0.02730266004
765	0.02728202675
766	0.0272524713
767	0.02722548703
768	0.02716006473
769	0.02713075814
770	0.0270659278
771	0.02700557741
772	0.02693386053
773	0.02693191516
774	0.02690276725
775	0.02688754583
776	0.0268559207
777	0.02682188454
778	0.02679373757
779	0.02677172006
780	0.02675628581
781	0.02673491145
782	0.02671787696
783	0.02668094919
784	0.02667188607
785	0.02664632931
786	0.02661651385
787	0.02657699829
788	0.02657601391
789	0.026556709
790	0.02650350951
791	0.0264597587
792	0.026440488
793	0.02641179248
794	0.02639306001
795	0.02635928613
796	0.02634976404
797	0.02633293039
798	0.02630383227
799	0.0262851069
800	0.0262474018
801	0.02623130086
802	0.02622742266
803	0.02618267964
804	0.02616095148
805	0.02614576988
806	0.02612928115
807	0.02612894816
808	0.02610165837
809	0.02608883762
810	0.02607037651
811	0.02605170908
812	0.02600492891
813	0.02598732454
814	0.02598056397
815	0.02595629097
816	0.02594972263
817	0.02594458611
818	0.02593386744
819	0.02591663585
820	0.02589605618
821	0.02583758769
822	0.02579686781
823	0.02575825137
824	0.02571883472
825	0.02570450845
826	0.02566498323
827	0.02561027224
828	0.02557690235
829	0.02555800295
830	0.02550781835
831	0.02550597567
832	0.02549044067
833	0.02545896176
834	0.0254430232
835	0.02539652731
836	0.0253484574
837	0.02531364709
838	0.02526952369
839	0.02524966221
840	0.02523558349
841	0.02522060423
842	0.02518454927
843	0.0251462336
844	0.02514237013
845	0.02510036509
846	0.0250991261
847	0.02507459411
848	0.02505004729
849	0.02499598059
850	0.02497585044
851	0.02493588271
852	0.02492180882
853	0.02490032348
854	0.02487611628
855	0.0248679428
856	0.02483618096
857	0.0248227615
858	0.02480769593
859	0.0247871583
860	0.02476578357
861	0.0247418015
862	0.02472232056
863	0.02469791698
864	0.02467874582
865	0.02467019281
866	0.02462985106
867	0.02462214227
868	0.02460432602
869	0.02459400058
870	0.02457443741
871	0.02453595335
872	0.02451791452
873	0.02450427953
874	0.0244763745
875	0.02444856931
876	0.02443590405
877	0.02441627198
878	0.02439027427
879	0.02438576299
880	0.02437928312
881	0.02434724439
882	0.02432953518
883	0.02431826531
884	0.0242915305
885	0.02427031487
886	0.02425297479
887	0.0242229644
888	0.02418319635
889	0.02416119212
890	0.0241301176
891	0.02409261484
892	0.0240749748
893	0.02404320309
894	0.02402762584
895	0.02401685958
896	0.02400255199
897	0.02398820612
898	0.02398668693
899	0.02396951459
900	0.02396155998
901	0.02392788989
902	0.02391366212
903	0.02384998476
904	0.02380957117
905	0.02380218746
906	0.02380131722
907	0.02377582642
908	0.02376908245
909	0.02372454261
910	0.02372159378
911	0.02371048537
912	0.02367549477
913	0.02364773986
914	0.02362591445
915	0.02361002726
916	0.02358940171
917	0.02355738581
918	0.02354051176
919	0.02351342485
920	0.02350882453
921	0.0234934769
922	0.02345393112
923	0.02341477946
924	0.02337477702
925	0.02336411336
926	0.02335075121
927	0.02334484406
928	0.02332540398
929	0.02328538757
930	0.02327425883
931	0.02325709857
932	0.02324054411
933	0.02322118593
934	0.02319358879
935	0.02316151773
936	0.02315010238
937	0.02313771824
938	0.02313678019
939	0.02310365159
940	0.02309217497
941	0.02306454928
942	0.02305212638
943	0.02301718447
944	0.02298799901
945	0.0229836108
946	0.02296566269
947	0.0229371147
948	0.02287518212
949	0.02286702556
950	0.02285356473
951	0.02283720022
952	0.02282973611
953	0.02281680422
954	0.02279385616
955	0.02275296207
956	0.02271353365
957	0.0226946126
958	0.02269252029
959	0.02265394473
960	0.02261599939
961	0.02259276736
962	0.02257304627
963	0.02257056515
964	0.02253210714
965	0.02252090166
966	0.02248254527
967	0.02246656146
968	0.02244880654
969	0.02244802924
970	0.02244510038
971	0.02243520718
972	0.02242797226
973	0.02240640173
974	0.02236560093
975	0.02233883728
976	0.02233786637
977	0.02233044414
978	0.02230290296
979	0.02229694431
980	0.0222945798
981	0.02227178853
982	0.02225227457
983	0.02223417805
984	0.02221513126
985	0.02218949122
986	0.02218137018
987	0.02217418781
988	0.02213011793
989	0.02211969948
990	0.0221013317
991	0.02206159946
992	0.02205279241
993	0.02200911106
994	0.02198690055
995	0.02197139214
996	0.02196088944
997	0.02194242222
998	0.02190546493
999	0.02190060595
